Date,Site ID,POC,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,SITE_LATITUDE,SITE_LONGITUDE
11/25/2019,60371103,1,13.7,54,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/26/2019,60371103,1,11.8,49,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/27/2019,60371103,1,6.4,27,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/28/2019,60371103,1,2.2,9,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/29/2019,60371103,1,5.6,23,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/30/2019,60371103,1,6.2,26,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/01/2019,60371103,1,5.6,23,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/02/2019,60371103,1,9.2,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/03/2019,60371103,1,14,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/04/2019,60371103,1,8,33,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/05/2019,60371103,1,8.1,34,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/06/2019,60371103,1,9.8,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/07/2019,60371103,1,5.9,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/08/2019,60371103,1,9,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/09/2019,60371103,1,10.7,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/10/2019,60371103,1,12.5,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/11/2019,60371103,1,12,50,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/12/2019,60371103,1,26.5,81,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/13/2019,60371103,1,33.4,96,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/14/2019,60371103,1,29.8,88,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/15/2019,60371103,1,4,17,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/16/2019,60371103,1,5.9,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/17/2019,60371103,1,5.9,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/18/2019,60371103,1,7,29,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/19/2019,60371103,1,14.7,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/20/2019,60371103,1,7.2,30,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/21/2019,60371103,1,10.4,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/22/2019,60371103,1,8.7,36,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/23/2019,60371103,1,4.6,19,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/24/2019,60371103,1,8.3,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/25/2019,60371103,1,5.7,24,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/26/2019,60371103,1,4.3,18,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/27/2019,60371103,1,7.4,31,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/28/2019,60371103,1,11,46,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/29/2019,60371103,1,15.1,57,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/30/2019,60371103,1,10.2,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/31/2019,60371103,1,10.7,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/03/2019,60371103,2,9.4,39,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/09/2019,60371103,2,14.2,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/15/2019,60371103,2,4.4,18,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/21/2019,60371103,2,1.9,8,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/27/2019,60371103,2,8.8,37,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/02/2019,60371103,2,4.7,20,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/08/2019,60371103,2,9.8,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/14/2019,60371103,2,4.5,19,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/20/2019,60371103,2,7.5,31,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/26/2019,60371103,2,19.1,66,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/16/2019,60371103,2,6.9,29,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/22/2019,60371103,2,6.1,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/28/2019,60371103,2,5.2,22,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/03/2019,60371103,2,3.5,15,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/09/2019,60371103,2,9.5,40,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/15/2019,60371103,2,10.5,44,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/21/2019,60371103,2,7.2,30,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/27/2019,60371103,2,17.9,63,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/03/2019,60371103,2,16.4,60,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/09/2019,60371103,2,5.7,24,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/15/2019,60371103,2,10.7,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/21/2019,60371103,2,7.6,32,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/27/2019,60371103,2,5.6,23,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/02/2019,60371103,2,6.1,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/08/2019,60371103,2,9.9,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/14/2019,60371103,2,11.3,47,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/20/2019,60371103,2,8.3,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/26/2019,60371103,2,7.2,30,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/02/2019,60371103,2,15,57,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/08/2019,60371103,2,10.4,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/14/2019,60371103,2,16.1,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/20/2019,60371103,2,9,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/26/2019,60371103,2,15.9,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
08/01/2019,60371103,2,11.7,49,Los Angeles-North Main Street,1,100,34.06659,-118.22688
08/07/2019,60371103,2,13.1,53,Los Angeles-North Main Street,1,100,34.06659,-118.22688
08/13/2019,60371103,2,14,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
08/19/2019,60371103,2,10.8,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
08/25/2019,60371103,2,9.8,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
08/31/2019,60371103,2,13,53,Los Angeles-North Main Street,1,100,34.06659,-118.22688
09/06/2019,60371103,2,10.6,44,Los Angeles-North Main Street,1,100,34.06659,-118.22688
09/12/2019,60371103,2,12.7,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
09/18/2019,60371103,2,10,42,Los Angeles-North Main Street,1,100,34.06659,-118.22688
09/24/2019,60371103,2,13.6,54,Los Angeles-North Main Street,1,100,34.06659,-118.22688
09/30/2019,60371103,2,8.5,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
10/06/2019,60371103,2,14.6,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
10/12/2019,60371103,2,19.7,67,Los Angeles-North Main Street,1,100,34.06659,-118.22688
10/18/2019,60371103,2,10.7,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
10/24/2019,60371103,2,12.5,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
10/30/2019,60371103,2,9.7,40,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/05/2019,60371103,2,15.8,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/11/2019,60371103,2,31.2,91,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/17/2019,60371103,2,8.8,37,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/23/2019,60371103,2,9.2,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
11/29/2019,60371103,2,5.5,23,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/05/2019,60371103,2,7.9,33,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/11/2019,60371103,2,11.7,49,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/17/2019,60371103,2,5.9,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/23/2019,60371103,2,4.3,18,Los Angeles-North Main Street,1,100,34.06659,-118.22688
12/29/2019,60371103,2,14.7,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/01/2019,60371103,9,19.9,67,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/02/2019,60371103,9,10.5,44,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/03/2019,60371103,9,10.6,44,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/04/2019,60371103,9,17.7,63,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/05/2019,60371103,9,19.1,66,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/06/2019,60371103,9,7.7,32,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/07/2019,60371103,9,7,29,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/08/2019,60371103,9,8.8,37,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/09/2019,60371103,9,14.8,57,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/10/2019,60371103,9,13.3,54,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/11/2019,60371103,9,22,72,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/12/2019,60371103,9,8.3,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/13/2019,60371103,9,9.2,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/14/2019,60371103,9,6.3,26,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/15/2019,60371103,9,5.9,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/16/2019,60371103,9,4.9,20,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/17/2019,60371103,9,5.7,24,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/18/2019,60371103,9,13.5,54,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/19/2019,60371103,9,9.4,39,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/20/2019,60371103,9,7.7,32,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/21/2019,60371103,9,3.7,15,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/22/2019,60371103,9,7.6,32,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/23/2019,60371103,9,9.1,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/24/2019,60371103,9,10.3,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/25/2019,60371103,9,8.7,36,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/26/2019,60371103,9,9.1,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/27/2019,60371103,9,9.8,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/28/2019,60371103,9,25.4,79,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/29/2019,60371103,9,31.1,91,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/30/2019,60371103,9,19.8,67,Los Angeles-North Main Street,1,100,34.06659,-118.22688
01/31/2019,60371103,9,16,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/01/2019,60371103,9,9.2,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/02/2019,60371103,9,4.6,19,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/03/2019,60371103,9,5.6,23,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/04/2019,60371103,9,5.7,24,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/05/2019,60371103,9,3.7,15,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/06/2019,60371103,9,3.4,14,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/07/2019,60371103,9,10.1,42,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/08/2019,60371103,9,11.3,47,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/09/2019,60371103,9,8.5,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/10/2019,60371103,9,4.7,20,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/11/2019,60371103,9,6.5,27,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/12/2019,60371103,9,8.3,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/13/2019,60371103,9,8.2,34,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/14/2019,60371103,9,5.8,24,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/15/2019,60371103,9,6.9,29,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/16/2019,60371103,9,4.7,20,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/17/2019,60371103,9,4.3,18,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/18/2019,60371103,9,3.2,13,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/19/2019,60371103,9,5.2,22,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/20/2019,60371103,9,7.8,33,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/21/2019,60371103,9,6.7,28,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/22/2019,60371103,9,7.6,32,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/23/2019,60371103,9,8.5,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/24/2019,60371103,9,11.1,46,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/25/2019,60371103,9,14.2,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/26/2019,60371103,9,18.2,64,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/27/2019,60371103,9,13.9,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
02/28/2019,60371103,9,12.7,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/01/2019,60371103,9,12.8,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/02/2019,60371103,9,6.4,27,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/03/2019,60371103,9,5.1,21,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/04/2019,60371103,9,4.7,20,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/05/2019,60371103,9,12.1,51,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/06/2019,60371103,9,6.7,28,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/07/2019,60371103,9,4.6,19,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/08/2019,60371103,9,5.2,22,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/09/2019,60371103,9,7.3,30,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/10/2019,60371103,9,8.4,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/11/2019,60371103,9,7.9,33,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/12/2019,60371103,9,9.8,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/13/2019,60371103,9,10.4,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/14/2019,60371103,9,8.3,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/15/2019,60371103,9,6.7,28,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/16/2019,60371103,9,8.2,34,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/17/2019,60371103,9,9,38,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/18/2019,60371103,9,14.7,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/19/2019,60371103,9,16.7,61,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/20/2019,60371103,9,7.4,31,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/21/2019,60371103,9,7.2,30,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/22/2019,60371103,9,8.4,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/23/2019,60371103,9,10.4,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/24/2019,60371103,9,12.5,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/25/2019,60371103,9,14.7,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/26/2019,60371103,9,14,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/27/2019,60371103,9,11.5,48,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/28/2019,60371103,9,6.9,29,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/29/2019,60371103,9,11.2,47,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/30/2019,60371103,9,9.9,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
03/31/2019,60371103,9,9.9,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/01/2019,60371103,9,10.4,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/02/2019,60371103,9,11.2,47,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/03/2019,60371103,9,5.2,22,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/04/2019,60371103,9,5.6,23,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/05/2019,60371103,9,4,17,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/06/2019,60371103,9,7.6,32,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/07/2019,60371103,9,12.8,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/08/2019,60371103,9,13.9,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/09/2019,60371103,9,10.9,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/10/2019,60371103,9,4.1,17,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/11/2019,60371103,9,11.9,50,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/12/2019,60371103,9,11.2,47,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/13/2019,60371103,9,12.5,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/14/2019,60371103,9,13.6,54,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/15/2019,60371103,9,12.5,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/16/2019,60371103,9,10.3,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/17/2019,60371103,9,11.6,48,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/18/2019,60371103,9,15.2,58,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/19/2019,60371103,9,18.8,65,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/20/2019,60371103,9,10.9,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/21/2019,60371103,9,8,33,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/22/2019,60371103,9,14.7,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/23/2019,60371103,9,20.5,69,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/24/2019,60371103,9,19.9,67,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/25/2019,60371103,9,21.4,71,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/26/2019,60371103,9,21.4,71,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/27/2019,60371103,9,18.5,64,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/28/2019,60371103,9,14.3,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/29/2019,60371103,9,7.8,33,Los Angeles-North Main Street,1,100,34.06659,-118.22688
04/30/2019,60371103,9,7.1,30,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/01/2019,60371103,9,9.9,41,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/02/2019,60371103,9,15.7,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/03/2019,60371103,9,17.7,63,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/04/2019,60371103,9,20,68,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/05/2019,60371103,9,14.3,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/06/2019,60371103,9,5.8,24,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/07/2019,60371103,9,5.8,24,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/08/2019,60371103,9,6.7,28,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/09/2019,60371103,9,8.3,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/10/2019,60371103,9,8,33,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/11/2019,60371103,9,9.3,39,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/12/2019,60371103,9,10.8,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/13/2019,60371103,9,12,50,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/14/2019,60371103,9,18.9,65,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/15/2019,60371103,9,14.4,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/16/2019,60371103,9,7.6,32,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/17/2019,60371103,9,9.7,40,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/18/2019,60371103,9,10,42,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/19/2019,60371103,9,6.1,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/20/2019,60371103,9,5.9,25,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/21/2019,60371103,9,8.7,36,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/22/2019,60371103,9,8.3,35,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/23/2019,60371103,9,11.7,49,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/24/2019,60371103,9,10,42,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/25/2019,60371103,9,10.2,43,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/26/2019,60371103,9,7.3,30,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/27/2019,60371103,9,7.2,30,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/28/2019,60371103,9,11,46,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/29/2019,60371103,9,13,53,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/30/2019,60371103,9,21.1,70,Los Angeles-North Main Street,1,100,34.06659,-118.22688
05/31/2019,60371103,9,20,68,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/01/2019,60371103,9,11.3,47,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/02/2019,60371103,9,8.9,37,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/03/2019,60371103,9,11.4,48,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/04/2019,60371103,9,18.7,65,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/05/2019,60371103,9,19.4,66,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/06/2019,60371103,9,15.5,58,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/07/2019,60371103,9,12.5,52,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/08/2019,60371103,9,14.7,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/09/2019,60371103,9,16.8,61,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/10/2019,60371103,9,14.5,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/11/2019,60371103,9,15.9,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/12/2019,60371103,9,18.5,64,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/13/2019,60371103,9,19.2,66,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/14/2019,60371103,9,14,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/15/2019,60371103,9,14.4,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/16/2019,60371103,9,15.9,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/17/2019,60371103,9,10.7,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/18/2019,60371103,9,13.2,53,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/19/2019,60371103,9,13.5,54,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/20/2019,60371103,9,11.7,49,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/21/2019,60371103,9,6.3,26,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/22/2019,60371103,9,8,33,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/23/2019,60371103,9,12.1,51,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/24/2019,60371103,9,14.4,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/25/2019,60371103,9,13.2,53,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/26/2019,60371103,9,10.5,44,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/27/2019,60371103,9,14.2,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/28/2019,60371103,9,14.7,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/29/2019,60371103,9,14.9,57,Los Angeles-North Main Street,1,100,34.06659,-118.22688
06/30/2019,60371103,9,14.9,57,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/01/2019,60371103,9,16.3,60,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/02/2019,60371103,9,17,61,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/03/2019,60371103,9,16,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/04/2019,60371103,9,26.6,81,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/05/2019,60371103,9,33,95,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/06/2019,60371103,9,19.4,66,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/07/2019,60371103,9,13.9,55,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/08/2019,60371103,9,12.9,53,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/09/2019,60371103,9,16.2,60,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/10/2019,60371103,9,15.5,58,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/11/2019,60371103,9,17.7,63,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/12/2019,60371103,9,18.7,65,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/13/2019,60371103,9,20.4,68,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/14/2019,60371103,9,20.2,68,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/15/2019,60371103,9,21.4,71,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/16/2019,60371103,9,21.1,70,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/17/2019,60371103,9,15.9,59,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/18/2019,60371103,9,14.5,56,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/19/2019,60371103,9,10.7,45,Los Angeles-North Main Street,1,100,34.06659,-118.22688
07/20/2019,60371103,9,13.5,54,Los Angeles-North Main Street,1,100,34.06659,-118.22688
